speaker_id,tag,n_rows
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, compassionately",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, controlled fury",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, desperately",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, determined",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, diplomatically",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, encouragingly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, gentle mockery",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, laughing heartily",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, passionately",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, quiet fury",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, reassuring",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, resigned",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, rising frustration",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, rising intensity",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, sadly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, steadily",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, sympathetically",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, thoughtful",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, thundering",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, trembling with rage",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, triumphant",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, urgent",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, warm tone",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, wearily",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, weary",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"nigerian accent, weary tone",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,noble tone,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,normal,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal accent, confused",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal accent, encouraging",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal accent, excited",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal accent, groaning",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal accent, sighing",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal accent, uncertainly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,normal pace,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,normal pitch,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,normal speed,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,normal voice again,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, anxiously",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, breathlessly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, cheerfully",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, complaining",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, decisively",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, embarrassed laugh",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, energized",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, gently",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, interrupting",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, laughing hard",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, panicking",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, quick aside",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, shaken",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, sheepish",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, sheepishly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, suddenly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, unsure",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,normally again,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,normally paced,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,northern irish accent,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, amused",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, bitterly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, cautiously",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, cold",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, contemplatively",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, emotionally",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, exasperated",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, intensely",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, mocking",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, passionately",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, proudly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, resignedly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, sadly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, sharp",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, solemnly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, suspicious tone",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, suspiciously",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, tiredly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, urgently",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, vulnerably",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, warmly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"northern irish accent, wistfully",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,nostalgic and slow,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,nostalgic warmth,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,notification sound,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,numb repetition,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,offended grunt,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,offended screech,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,offended tone,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,ominously cheerful,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,on phone,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,organizing thoughts,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,outraged bellow,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overflowing with delight,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overflowing with love,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overly enthusiastic,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overly sympathetic,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overwhelmed groaning,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overwhelmed stammering,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pained gasp,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pained howl,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pained pause,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panicked breathing,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panicked shouting,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panicked squeak,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panicked squeal,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panicked yelp,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panting excitedly,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panting faster,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,panting harder,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,papers rustling,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,passionate outburst,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,patient,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,patient sigh,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,patient voice,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,patronizing again,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,patronizing drawl,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"pause, then explosive",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"pause, then lighter",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"pause, then quickly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"pause, then quietly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"pause, then softer",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pauses thoughtfully,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,peaceful acceptance,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,peaceful resignation,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,perky voice,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,petulant,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,philosophical pause,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,philosophical quiet,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,philosophical slowness,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,philosophically happy,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,philosophically slow,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,piercing shriek,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,piercing tone,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pitiful moan,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,plaintive,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playful but tired,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playful growl,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playful lilt,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully accusatory,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully defeated,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully defiant,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully excited,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully indignant,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully menacing,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully protesting,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully sarcastic,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully shocked,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully skeptical,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully warning,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playing along enthusiastically,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading anger,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading excitedly,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading happily,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading joyfully,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading rapidly,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading suddenly,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased chuckle,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased exhale,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased growl,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased grunt,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased murmur,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased purr,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased with himself,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh accent, defensive",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh accent, firmly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh accent, indignantly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh accent, quietly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh accent, warmly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh accent, wearily",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, backpedaling",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, booming",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, booming voice",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, commanding",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, curiously",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, dangerously quiet",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, desperately",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, dismissive tone",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, eagerly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, exasperated",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, gently",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, graciously",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, gravely",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, grudgingly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, mock offense",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, patronizing",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, proudly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, sharp intake",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, skeptically",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, softer",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, softer now",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, solemnly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, uncomfortable",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, voice trembling with indignation",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"posh british accent, wounded pride",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pounds table,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,powerful,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,practical,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,practically shrieking,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,practically vibrating with excitement,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,practically yelling,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,precise articulation,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,precise tone,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,preparing,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pretend outrage,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pretend sternness,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pretending shock,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,probing,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,professional but kind,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,professional pride,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,professional voice,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,professional warmth,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,professionally detached,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,profound whisper,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,profoundly,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,profoundly grateful,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,prophetic whisper,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,protective growl,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proud bellow,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proud declaration,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proud roar,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proud shout,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,prouder still,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proudly booming,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proudly declaring,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proudly fast,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proudly louder,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proudly quiet,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proudly shouting,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pulling back excitedly,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pumped up,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pure euphoria,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pure happiness,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,purring satisfaction,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,purrs dangerously,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quick and excited,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quick and sharp,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quick decision,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quick sigh,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickening slightly,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickly calming,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickly changing subject,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickly checking,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickly correcting,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickly explaining,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickly panicking,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickly rattling off,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quiet certainty,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quiet conviction,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quiet defeat,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quiet giggle,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quiet gratitude,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quiet resolve,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quiet sniffle,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter again,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter but fierce,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter dread,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter fury,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter grumbling,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter pride,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter rage,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter reverence,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter scream,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter sobbing,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter tone,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieter with shame,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, almost friendly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, amused",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, considering",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, curious",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, disgusted",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, embarrassed",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, exhausted",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, firm",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, grimly",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, haunted",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, intimate",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, less certain",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, measured",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, more personal",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, more sinister",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, more vulnerable",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, ominously",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, sad",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, sinister",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, suspicious",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"quieter, wondering",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieting gradually,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieting mid-sentence,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieting reverently,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieting to almost a whisper,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quieting to menace,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly admitting,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly amused,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly ashamed,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly awed,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly bitter,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly nostalgic,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly pleased,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly stunned,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly venomous,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly weeping,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quivering rage,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quivering with fury,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quivering with rage,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,racing with excitement,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,radiating pure joy,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,radiating warmth,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,ragged whisper,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,raised voice,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rallying enthusiasm,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rallying with energy,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid and breathless,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid and excited,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid and shrill,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid and thrilled,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid conclusion,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid delivery,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid fire delivery,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid panic,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapid-fire shouting,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly building energy,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly building excitement,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly chattering,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly confessing,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly delighted,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly escalating,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly spiraling,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly spitting words,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"rapidly, with excitement",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"rapidly, with glee",2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rasping laugh,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rattling breath,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rattling exhale,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rattling moan,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rattling whisper,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,raw,2
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,raw scream,2
